V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
20180224,XRP,TAGZ5,XLM,BCH,BSV,0.166822834954667,0.145778278899241,0.119417438985978,0.0804724858621139,0.0708127708371105
20180225,BSV,XLM,TAGZ5,XRP,BCH,0.191558794219198,0.180078808641465,0.119762718397149,0.111794160497646,0.0809110327921902
20180226,TAGZ5,XRP,XLM,BCH,BSV,0.147661978992432,0.122250597111619,0.122076937660626,0.114176024877913,0.0972660887106121
20180227,INNBCL,BSV,XRP,XLM,BCH,0.135747524632125,0.12073767071355,0.11719670084156,0.106538041797263,0.0999125710771788
20180228,BSV,XRP,XLM,BCH,TAGZ5,0.117377035596575,0.115323418772077,0.098439563521857,0.0841973805037094,0.0716261970203999
20180301,XTZ,XRP,BSV,BCH,XLM,0.134514944966698,0.118953575320793,0.116297292226257,0.0889475966184092,0.0595042840636426
20180302,XRP,BSV,EOS,BCH,XLM,0.112639977585149,0.0957574798305696,0.0916853463998998,0.0916165201710454,0.0781469142893419
20180303,BSV,EOS,BCH,XRP,XLM,0.135392744152806,0.123151934838324,0.10661106601113,0.0894091333891704,0.0737202352495745
20180304,XRP,BNB,BCH,TAGZ5,INNBCL,0.118367960182859,0.115636441471859,0.108488975944357,0.103523560611411,0.0883483149777223
20180305,TAGZ5,BNB,XRP,BCH,EOS,0.157141098998472,0.126446602762137,0.0848504210273008,0.0711124840019899,0.063277583941102
20180306,TAGZ5,ETH,BCH,XLM,BNB,0.13528428234327,0.110717171545812,0.0961318634901957,0.0813930386939741,0.0798114910374207
20180307,ETH,BSV,BNB,XTZ,BCH,0.100228547152858,0.098850244296401,0.0813810222958505,0.0681808804026895,0.0662611543556569
20180308,LTC,EOS,BCH,BNB,TAGZ5,0.223496907072415,0.155413964425262,0.112802887799259,0.112250371973449,0.101516983231499
20180309,LTC,BNB,TAGZ5,XMR,XRP,0.194013701898356,0.137422524103413,0.117043740537144,0.0923805012137599,0.0874583977887662
20180310,TAGZ5,EOS,LTC,LINK,XRP,0.18285375024091,0.180763739749254,0.123510574798751,0.110007990120439,0.101554295725885
20180311,TAGZ5,BNB,LTC,LINK,BTC,0.253212856174978,0.191724531053299,0.156459182806234,0.112876098124566,0.11119967735239
20180312,EOS,LTC,XRP,BCH,BSV,0.160077486460746,0.149095209965794,0.147868154022782,0.139057406991905,0.114377172537584
20180313,XTZ,LTC,BSV,BTC,XMR,0.149010699497738,0.146842854612225,0.0913126661663724,0.0880661857736126,0.0783653543472568
20180314,BTC,ADA,XTZ,BSV,BNB,0.18404582737714,0.173151329842863,0.133830714408381,0.109416050187428,0.0995230986458453
20180315,ADA,BTC,XTZ,LTC,BNB,0.201675162217817,0.13856873892951,0.128885016872669,0.117531186262531,0.0844392437972162
20180316,XLM,BTC,EOS,LTC,BNB,0.222102278426102,0.112411356860603,0.0923158540250917,0.0821842501103145,0.082174212547362
20180317,EOS,BTC,XTZ,BNB,BCH,0.216142195825697,0.166471528378757,0.096709548696739,0.0930247785551511,0.0588639059366685
20180318,EOS,BTC,BNB,INNBCL,XTZ,0.209300295651138,0.146051584640711,0.137178673441343,0.113492507594915,0.095401607457586
20180319,EOS,XRP,XTZ,TAGZ5,ETH,0.151200379432158,0.137169490974529,0.107014981120359,0.0993493003234334,0.0808996893314007
20180320,XRP,XTZ,BTC,TAGZ5,EOS,0.112612403559489,0.0927226086526515,0.0865761732216563,0.0704399530077023,0.0698844182280621
20180321,BNB,XRP,XTZ,BCH,EOS,0.157539890968357,0.103962672557292,0.0874619863619541,0.0743471086836269,0.0695115001094698
20180322,BNB,XRP,XTZ,LINK,BTC,0.150346879730213,0.0991625111538868,0.0844662277501749,0.0738957336574546,0.0728392770034662
20180323,BTC,XRP,ADA,XLM,BCH,0.138040744050832,0.102117385799733,0.099784548704872,0.0798697281590817,0.0707394913916697
20180324,XRP,BTC,ADA,BCH,XLM,0.185903348996117,0.141456718469348,0.133440513208059,0.115916445989531,0.0975836325472746
20180325,BTC,BCH,XRP,XTZ,ETH,0.145370450883093,0.139541868319589,0.114162741597978,0.0913382158183454,0.0840171381459672
20180326,BCH,XRP,XTZ,ETH,LTC,0.231342343196531,0.190788205232472,0.0946294053071683,0.0787585382820128,0.0721443556872972
20180327,BCH,BTC,XRP,ETH,XTZ,0.156688936655976,0.126915477666749,0.10728936611046,0.100404383599126,0.0934216760313995
20180328,BCH,BTC,XRP,XLM,XTZ,0.143247647177337,0.122596451381881,0.103879056363026,0.0946551214972549,0.0585614234835009
20180329,BTC,BCH,XLM,LTC,XTZ,0.151981573630836,0.137808461970061,0.0677387126462615,0.0663561768539365,0.0590551632706206
20180330,BCH,BTC,ADA,LTC,XLM,0.11712884105508,0.109018131934229,0.102118487258385,0.0771021199131704,0.064933836137339
20180331,BCH,XLM,BTC,XRP,XTZ,0.142499010894664,0.134767965806714,0.127250875095749,0.107857169519769,0.0922656249652617
20180401,BCH,LTC,XLM,XRP,BTC,0.141067831460384,0.107667339732683,0.103970631902125,0.101224309886854,0.0947132195489368
20180402,BCH,TAGZ5,BTC,XMR,XTZ,0.138817939362841,0.123633651191035,0.105956226356739,0.0945909637965332,0.092478827479561
20180403,XRP,BCH,BTC,LTC,XMR,0.142539474030999,0.136958763317297,0.124030506425484,0.117224198084737,0.0934097622575598
20180404,BCH,LTC,BTC,XRP,XTZ,0.160730665956101,0.114011494731554,0.105125877269073,0.0992851162416805,0.0913865563719533
20180405,BCH,BTC,XTZ,LTC,BNB,0.136800898324623,0.109533579188786,0.108316025386553,0.0968767315290671,0.0733977671676157
20180406,EOS,BCH,BTC,XRP,ADA,0.131978347980679,0.120494623053036,0.110890766161444,0.110264894859697,0.0832119066049435
20180407,EOS,BCH,BTC,XTZ,BNB,0.130126546408466,0.122100227711342,0.106001863000747,0.0954145592749563,0.0829912097752435
20180408,BCH,XLM,XTZ,EOS,BTC,0.12575011148441,0.121317859585247,0.0843615232860321,0.0680045289916952,0.0479629226985726
20180409,BCH,XLM,LTC,XTZ,BNB,0.129463874339484,0.121517055256335,0.113342301541249,0.0647663545977459,0.0600685101126725
20180410,ADA,ETH,BCH,EOS,BNB,0.134292753385195,0.0946150487922573,0.0912842139902175,0.081274406922198,0.0594804370262258
20180411,BTC,BSV,XLM,XTZ,TAGZ5,0.109626418781153,0.10616883614364,0.0995841141242628,0.0697909615740977,0.0536331517054443
20180412,BTC,XLM,BCH,XTZ,EOS,0.125130801534798,0.12369866429766,0.0923524549916832,0.0796985004861371,0.0710818029208626
20180413,BTC,XLM,BCH,EOS,TAGZ5,0.119757070859386,0.102730115747014,0.0992447493418606,0.0958206072991981,0.0841540507319649
20180414,BNB,BCH,BTC,XLM,LTC,0.164426754771486,0.129197260172402,0.1248197712188,0.100836886683779,0.0866216596923888
20180415,BTC,LTC,BCH,XRP,ADA,0.136848862751215,0.11596595011429,0.0922606294118272,0.0900664636645688,0.0823768745742056
20180416,LTC,BTC,XRP,ADA,BNB,0.135538106854169,0.131930932162057,0.114657532493143,0.101520232203438,0.0875196918123862
20180417,LTC,BTC,XRP,BNB,ETH,0.108449918297741,0.105731462308448,0.100796583785321,0.0784363821353495,0.0784179383639263
20180418,BCH,XRP,LTC,BTC,ETH,0.169274269246088,0.134080733368595,0.122165909588354,0.105653923209437,0.0833074272849242
20180419,BCH,XRP,LTC,BNB,BTC,0.154179201890727,0.146577840689691,0.103417566925375,0.0855964663043734,0.08519200932245
20180420,BSV,BTC,XRP,XLM,LTC,0.14390249565359,0.128900144541787,0.121281402731715,0.105848180056933,0.10397787734879
20180421,BSV,BTC,BNB,LTC,XRP,0.16416989474727,0.121478241441262,0.0930930425777089,0.06902257040118,0.0594577013439651
20180422,BNB,BSV,LTC,XLM,XRP,0.141934646261837,0.120807245554304,0.11365414355131,0.109737721316828,0.0976200513696476
20180423,BSV,BNB,BTC,XRP,LTC,0.155417594114479,0.153542807084599,0.107631269328159,0.0979137536367783,0.0687911714048793
20180424,BSV,LTC,BNB,XLM,ETH,0.134979822002478,0.0945989008581204,0.0798291644216372,0.0776499359379404,0.0699452398372576
20180425,LTC,BTC,ADA,BSV,XLM,0.149429287581953,0.120115241656426,0.087385319240984,0.0851864122389774,0.0763456642333946
20180426,LTC,BTC,BSV,XLM,ADA,0.13109115443292,0.118277129180949,0.100887348252707,0.0913730598444195,0.0870991780874068
20180427,BTC,LTC,XLM,INNBCL,BSV,0.123285985126507,0.0981249117465844,0.0878501585640805,0.0658296887853974,0.0595705463122401
20180428,LTC,BTC,INNBCL,XLM,TAGZ5,0.162619658488302,0.106141710108994,0.0993281893338286,0.0921734573938413,0.0865027717626575
20180429,LTC,BTC,TAGZ5,XLM,ADA,0.205945030952385,0.101281277926606,0.0841243045404546,0.0819913056507396,0.0640564880044648
20180430,LTC,ETH,ADA,TAGZ5,BTC,0.198792096441397,0.130519931111957,0.122527763365745,0.105829180719011,0.103821066107477
20180501,LTC,BTC,XLM,TAGZ5,ADA,0.134158157425648,0.109667827808688,0.107987728594228,0.103920121909941,0.084660614461474
20180502,TAGZ5,BTC,XLM,ADA,ETH,0.121759999579858,0.109013030428677,0.0841473085140279,0.0673521689102966,0.0616126043211493
20180503,LTC,BTC,XLM,TAGZ5,XTZ,0.153505748090626,0.119416190228211,0.116011946238073,0.109878485234769,0.075943067438429
20180504,ETH,BSV,BTC,XLM,LTC,0.120993461889162,0.120751329717485,0.118895492346034,0.103193443533233,0.0935970423745822
20180505,BTC,ETH,BSV,XLM,XTZ,0.149482790727819,0.115380484335115,0.112283487197935,0.0986225225543959,0.0899150052526227
20180506,LTC,ETH,BTC,XLM,XMR,0.138874979287973,0.11236267224508,0.111573741390279,0.104233865155605,0.0691538158919778
20180507,LTC,BTC,BSV,XMR,ADA,0.134937463895959,0.109980914434064,0.103899935465466,0.103792501136435,0.0773759362600855
20180508,LTC,XTZ,BSV,XMR,XRP,0.124889261158265,0.0822012892351368,0.077903656448812,0.0744785754480949,0.0673254216066962
20180509,LTC,XMR,BSV,ADA,BTC,0.148807729937639,0.134038906593201,0.123140560373586,0.0810743253303409,0.0805979507775467
20180510,LTC,XMR,ADA,XLM,BTC,0.165303345284974,0.13925572476061,0.126115329863721,0.116753734260521,0.104123461049197
20180511,LTC,XMR,ETH,BSV,ADA,0.152999570715175,0.131357318817851,0.121158972752624,0.114059133318921,0.103483476490614
20180512,LTC,XLM,XMR,BSV,INNBCL,0.163544287940562,0.13124972738997,0.113875754168658,0.0983486708621447,0.086759963522561
20180513,LTC,XMR,BSV,XLM,XTZ,0.159404584191493,0.130290535568915,0.0782453008745401,0.0776772276482541,0.0571665309558162
20180514,LTC,BSV,XMR,ETH,XLM,0.213395543159981,0.11171254286664,0.108877370498477,0.0938255908316087,0.0600012016877231
20180515,XMR,XLM,ETH,BSV,XTZ,0.130016873332353,0.0864769969150804,0.0844083613975607,0.0638582222573024,0.0539887365092892
20180516,XMR,ETH,XLM,XTZ,BSV,0.159355565314545,0.0942419784202957,0.0771301599094148,0.0766057058376696,0.0721627262574181
20180517,XMR,XLM,BSV,ETH,ADA,0.14328713208074,0.0754817224535076,0.0656657528809334,0.0532970606910216,0.0521532975285596
20180518,XMR,BSV,ADA,ETH,XLM,0.136757593466463,0.0844844900144853,0.0700328721033817,0.0582983445595988,0.051546978390214
20180519,XMR,BSV,XTZ,XLM,LINK,0.138593502893357,0.0798700201399459,0.0621155941313548,0.0513815950706048,0.0497645974582374
20180520,XMR,XTZ,BSV,ADA,XRP,0.13574609184488,0.115208712662361,0.0873709394275481,0.0845098645595951,0.0771712117896498
20180521,XMR,BSV,XRP,XLM,ADA,0.118391168363363,0.0834876615554294,0.0812160824364207,0.066357542777926,0.0639060310988869
20180522,BTC,XMR,BSV,ETH,XLM,0.0897306693289374,0.0874663297869801,0.0856485002711707,0.068664347501216,0.0636836658191324
20180523,LINK,XMR,BSV,XRP,XTZ,0.117294715718911,0.0972444818039407,0.0814334521784969,0.0684422213095971,0.0613919578383222
20180524,LINK,XTZ,XMR,BTC,BSV,0.115182382969134,0.102386565433584,0.0973568173629545,0.0924232583547066,0.0904666812304356
20180525,XMR,XTZ,BSV,BTC,ETH,0.0998885733157777,0.0988383672665041,0.0893061068292868,0.0774012766147868,0.0570572902904402
20180526,LINK,XTZ,XMR,BSV,ETH,0.118953656738983,0.100357391075714,0.0950405352263106,0.0744863563484508,0.0598435137202128
20180527,LINK,XTZ,XMR,ETH,BSV,0.122877332479244,0.111693540824572,0.0950988784170103,0.0853162254366864,0.079630447372144
20180528,XMR,XTZ,BSV,ETH,BTC,0.108125424774957,0.0878254048575344,0.0874556206653735,0.0807238674462512,0.0754487038298659
20180529,XTZ,XMR,ETH,BSV,BTC,0.16229121919166,0.141945748664657,0.106808675005755,0.105986917588719,0.0826173634416805
20180530,ETH,XTZ,BSV,XMR,XLM,0.158080340698747,0.151715814612376,0.119311450884452,0.100948032358816,0.0694482905061764
20180531,XLM,BSV,BTC,ETH,XTZ,0.121468675908108,0.0925880435311586,0.0857050016743577,0.0694643115181985,0.0682796437737715
20180601,ADA,XMR,BSV,XTZ,ETH,0.113483669214165,0.112085200179139,0.105635204810595,0.0659496137769115,0.0634902223861825
20180602,BSV,XLM,ETH,BTC,XTZ,0.127014942174638,0.122720065595657,0.0938234153776866,0.058328502865996,0.0582857828122112
20180603,BSV,XLM,ETH,ADA,XMR,0.137245662701865,0.135870294534053,0.105005827656717,0.0624361073234065,0.0589985542138414
20180604,BSV,BTC,ETH,XLM,XTZ,0.118763905598937,0.110950199299753,0.106288989771961,0.0798442700671677,0.0481404052717164
20180605,XLM,BSV,LTC,ETH,EOS,0.16159539566367,0.0898824609130589,0.0735951735753735,0.0732878804137542,0.0670355507669333
20180606,BSV,LTC,LINK,BTC,XLM,0.203468097673393,0.14703403971054,0.121853107307438,0.0799128329986865,0.0779011146450026
20180607,LTC,BSV,LINK,XLM,ADA,0.148710557350309,0.140866299325507,0.110747785718251,0.0975114586183296,0.090607887612436
20180608,TAGZ5,BSV,LINK,BTC,ADA,0.110549688058076,0.103925998380593,0.0886175344638029,0.0734195328267774,0.0698959180093879
20180609,TAGZ5,BSV,LINK,ADA,EOS,0.149038592274948,0.0992113960041241,0.0924971183138587,0.0850694038614271,0.0643782159819363
20180610,TAGZ5,BSV,LINK,INNBCL,ADA,0.151904271032979,0.125659576817222,0.0586548824587536,0.058262699128807,0.0540338781826757
20180611,BTC,BSV,TAGZ5,LINK,ADA,0.142846645389677,0.125374098768675,0.114047547013885,0.0786398021679261,0.0673501882845884
20180612,LTC,BTC,INNBCL,XLM,BSV,0.148455220974316,0.108141385599063,0.0698401217311847,0.066962777240789,0.0615893129060114
20180613,BTC,LTC,XTZ,XLM,EOS,0.105614315229449,0.101577127753825,0.0817333218169076,0.077530806999404,0.0701031892856388
20180614,TAGZ5,ETH,BTC,XTZ,BSV,0.12588882614183,0.117449362135088,0.0839259949356693,0.0722950448703261,0.0643861831146602
20180615,TAGZ5,ETH,XTZ,XMR,BTC,0.153059341974665,0.121877188205477,0.105829124205373,0.0978290429874737,0.084726903033743
20180616,TAGZ5,ETH,XTZ,LINK,EOS,0.139912126449001,0.135038855135262,0.106655818396682,0.104728189762688,0.0704461230883131
20180617,TAGZ5,XTZ,BTC,ETH,XLM,0.1626488768207,0.150001544870192,0.143440568093323,0.143021223818079,0.10429915574766
20180618,TAGZ5,BTC,XTZ,ETH,EOS,0.168455816188889,0.143962200234403,0.107000703948686,0.0957418231212006,0.0788886896113561
20180619,TAGZ5,ETH,XTZ,LTC,EOS,0.188226059929565,0.154627667617696,0.0797137542887311,0.0730542331990227,0.0718649491564044
20180620,XTZ,BSV,TAGZ5,ETH,XLM,0.137022570653388,0.135313367515361,0.132644994719238,0.117609391064058,0.106932862364482
20180621,TAGZ5,XTZ,ETH,XLM,XMR,0.130755005884623,0.130679431737595,0.129410485580344,0.112487038452787,0.0965988871811944
20180622,INNBCL,TAGZ5,XTZ,ETH,BSV,0.163915432594734,0.160747140279107,0.0956697548076569,0.0910068884421752,0.0798368440914881
20180623,INNBCL,TAGZ5,XTZ,ETH,XLM,0.186932684782408,0.134979745471588,0.114429245732956,0.0781553534665819,0.0708801368997642
20180624,INNBCL,TAGZ5,XTZ,LTC,ETH,0.178731741955982,0.163814081409143,0.0870439045827102,0.0842516193270822,0.079888717518454
20180625,TAGZ5,LTC,ETH,XTZ,EOS,0.143633211355238,0.11927244910622,0.0977385248848092,0.0828922939626424,0.074068666147539
20180626,INNBCL,TAGZ5,ETH,EOS,XTZ,0.140061756880826,0.0877273395696488,0.0764076658215923,0.0672778692070236,0.0627919786729945
20180627,TAGZ5,ADA,EOS,LTC,ETH,0.100776864638483,0.0892664869965888,0.0795265569888054,0.0792319352899254,0.0766064362650002
20180628,ADA,ETH,LTC,EOS,XTZ,0.0878253171253431,0.0785863204112382,0.0762596081665616,0.0727527662332439,0.0636264297911495
20180629,ADA,LTC,EOS,XLM,BSV,0.103605921749482,0.0776148137961133,0.0746928876545196,0.0714881627477771,0.069230327019364
20180630,ADA,LTC,EOS,XLM,ETH,0.100291070824966,0.0790887702268805,0.0767617414863779,0.0636008238349077,0.0612900198616234
20180701,ADA,LTC,ETH,EOS,XLM,0.103031174254379,0.0825736865898,0.0737463135998794,0.0718968489052395,0.0715989082298789
20180702,TAGZ5,LTC,LINK,EOS,ADA,0.145529307559929,0.0982824083179483,0.0861322042579661,0.0757946195564703,0.0605863022991675
20180703,TAGZ5,ADA,ETH,EOS,BSV,0.167161338947148,0.114297501014402,0.0941613151941513,0.0790235455107628,0.0433885095837406
20180704,LTC,ADA,ETH,XMR,TAGZ5,0.150661393741388,0.113519555796116,0.0549902491517093,0.0475212047599211,0.0435669327587047
20180705,TAGZ5,ETH,ADA,XTZ,BTC,0.165970255500786,0.0662503077606078,0.0602811177790952,0.048628094472801,0.0435299627373757
20180706,LTC,XTZ,ADA,ETH,TAGZ5,0.108564650745591,0.0698431940299507,0.0685754372875689,0.0604971062132792,0.0419175666976767
20180707,LTC,ADA,ETH,TAGZ5,XTZ,0.105988605286559,0.0623184184928189,0.0571845400468935,0.0469518765505399,0.0406959638435001
20180708,LTC,ETH,TAGZ5,BTC,XRP,0.150613656784021,0.0587636956443593,0.0558176338696579,0.04369217517046,0.032622673383782
20180709,LTC,TAGZ5,XRP,INNBCL,ETH,0.104895772627634,0.0793116057721584,0.0745113233193535,0.064894678508327,0.0448269787507373
20180710,LTC,TAGZ5,BTC,BSV,INNBCL,0.0907250108159531,0.0582263637349856,0.049250234993425,0.0401501726212885,0.0376209821376425
20180711,LTC,INNBCL,BTC,ETH,XRP,0.0553505615227668,0.0480551505483257,0.0425964674577442,0.03878615256382,0.0384087325867798
20180712,EOS,INNBCL,BTC,BSV,ETH,0.0569221117260664,0.0526879188460053,0.0503924040364452,0.0484604364158839,0.0452692401055434
20180713,EOS,LTC,BTC,TAGZ5,ETH,0.0667770468124677,0.045449335200423,0.0423511933515049,0.0406307616309497,0.0371805676324466
20180714,INNBCL,LTC,EOS,ETH,TAGZ5,0.0807844696716916,0.0751980453296548,0.0698338698617888,0.044617290045705,0.040440837411653
20180715,INNBCL,LTC,EOS,XMR,BSV,0.0814831026510693,0.0700815900622831,0.0628379736408016,0.0445990033048629,0.0386359442154632
20180716,INNBCL,LTC,EOS,XMR,XTZ,0.0860955978968136,0.0647270985538407,0.0607856922923444,0.0440495612118147,0.0425975674577626
20180717,LTC,INNBCL,BTC,EOS,ADA,0.0988785567340015,0.0886296708659463,0.0671771290921726,0.060363279417163,0.0417793309587825
20180718,LTC,INNBCL,EOS,BTC,XLM,0.0888370753309303,0.062484954885207,0.0538720459138991,0.0477399376661946,0.0453147518606816
20180719,LTC,INNBCL,EOS,BTC,TAGZ5,0.0825407880687534,0.0660934463969167,0.0530390972737878,0.0463478672296646,0.0449529345434753
20180720,ADA,EOS,INNBCL,LTC,XRP,0.113665407716862,0.0578228206094875,0.0530309389433001,0.0525278370263403,0.0488224069419302
20180721,EOS,INNBCL,BTC,ETH,TAGZ5,0.0599391417432114,0.053450869846156,0.0430001626555512,0.0408156348955863,0.0406384400184905
20180722,ADA,INNBCL,EOS,BSV,ETH,0.10812194806448,0.10131380561749,0.0585518950242606,0.0466582366177997,0.0436874946393185
20180723,INNBCL,LTC,EOS,TAGZ5,ETH,0.146356596875381,0.101852038954735,0.0544187080365933,0.0520209130691036,0.0462918374152625
20180724,INNBCL,XTZ,TAGZ5,BTC,BSV,0.0956944969610567,0.0952031169348572,0.0662640629309577,0.0458565285558125,0.0448016786723281
20180725,XTZ,BTC,EOS,BSV,XRP,0.096116088348525,0.0541229258628592,0.0530006888516648,0.0450122855080735,0.0409441506785336
20180726,XTZ,XMR,EOS,ETH,XRP,0.114681664027798,0.0766280457321665,0.0466740368571363,0.0464422501818737,0.0462806190370037
20180727,XMR,XTZ,EOS,BSV,XRP,0.0743818824783986,0.0482355629799058,0.0394945485777851,0.0394165214936305,0.0371762963807824
20180728,ETH,ADA,XTZ,XRP,XMR,0.121313315030868,0.102398557405348,0.0808760308767948,0.0658679262750094,0.0603984530390921
20180729,XTZ,XMR,BTC,INNBCL,EOS,0.0789448105956713,0.054509752487198,0.0514229949856236,0.0505269995819946,0.0484714607820595
20180730,BTC,INNBCL,LTC,XTZ,XRP,0.0529061093977542,0.0445354874586563,0.0388770260439099,0.0335941786216156,0.0297429285011974
20180731,BTC,INNBCL,XMR,LTC,XLM,0.0652824475734583,0.0513711621994041,0.0398115157120367,0.0376244792784985,0.030677984375951
20180801,BTC,XMR,LTC,EOS,INNBCL,0.0639870495325762,0.0395627178003018,0.0385087799176136,0.0316951599387043,0.0308637290222794
20180802,LTC,XRP,BTC,EOS,XMR,0.0848863338488931,0.0755283761625635,0.0643366656631673,0.0360603819806949,0.0312787051364366
20180803,XRP,XMR,TAGZ5,XTZ,LTC,0.0899358763208525,0.0592272578280653,0.0462436560059997,0.0313677847405889,0.0304471448508802
20180804,XRP,TAGZ5,INNBCL,BTC,XTZ,0.0601622417372672,0.0461222959809042,0.0446144114306012,0.0399356711277216,0.0343864332374959
20180805,XRP,EOS,TAGZ5,LTC,XMR,0.102891025662595,0.0485770621725503,0.0446184578749088,0.0445110021182359,0.0375061320798539
20180806,ETH,XRP,TAGZ5,INNBCL,XLM,0.0873889857790458,0.066483565711347,0.0544101530179173,0.0434975187267298,0.0330892095271378
20180807,TAGZ5,XRP,INNBCL,XLM,LTC,0.0656958411305165,0.0626127730247565,0.0612167659051756,0.0580532621154641,0.0568574765149257
20180808,ADA,XLM,TAGZ5,LTC,INNBCL,0.0997417577346345,0.0671083735850288,0.0618282538261995,0.0585062966780995,0.0579562614887596
20180809,ADA,XRP,TAGZ5,INNBCL,BNB,0.106502788907551,0.0733508742801975,0.0647145778925424,0.064708122843878,0.0444412049843066
20180810,XRP,ADA,TAGZ5,INNBCL,EOS,0.0886178473112713,0.0719474594256496,0.0694355804457561,0.0605735148733003,0.0578378154156172
20180811,BNB,INNBCL,TAGZ5,XRP,BTC,0.0679117048980462,0.065508358719412,0.063477577448396,0.0605438861960441,0.053902522263928
20180812,BTC,XRP,INNBCL,BNB,TAGZ5,0.0870805256218058,0.0732231667565217,0.0612079403155269,0.0610721048004482,0.0549629229084488
20180813,BTC,INNBCL,ADA,TAGZ5,XRP,0.0918914393194097,0.0615168295829656,0.0580710872859935,0.0493293526098679,0.0483174480827289
20180814,LTC,XRP,ADA,BTC,XTZ,0.0733590605564394,0.0699720053877021,0.0696803871251803,0.0662627740018337,0.0406754816880752
20180815,LTC,XLM,BTC,ADA,XMR,0.0781580109410251,0.0615866146395498,0.0509854509720306,0.0452921008230033,0.032076442854301
20180816,BTC,LTC,XMR,ADA,INNBCL,0.0587729335545257,0.0516736804281274,0.0449710550281129,0.0433735793536847,0.0424163721766509
20180817,LTC,BNB,TAGZ5,XRP,BTC,0.123275938322259,0.0556548550758819,0.0378322008185442,0.0367073869650655,0.0327349662344175
20180818,LTC,XRP,BNB,BTC,TAGZ5,0.0728432965922344,0.0686947567882116,0.0667001440323537,0.035021213665146,0.0332616563568702
20180819,LTC,XRP,BNB,TAGZ5,ADA,0.0906206014338004,0.0712856085703825,0.0588004998169339,0.0309747784029713,0.0283674666796607
20180820,INNBCL,XRP,XMR,BNB,TAGZ5,0.0648098424023577,0.0569696087274908,0.0415789870710128,0.0397682317885896,0.03347544274692
20180821,INNBCL,XRP,ADA,BNB,LINK,0.0651508189949895,0.0631350085790142,0.0463267553198737,0.0451975129111274,0.0366175736054095
20180822,INNBCL,ADA,LINK,ETH,BTC,0.0660567358092578,0.0373584027862882,0.0367813899853087,0.0366810247393614,0.030214018116548
20180823,XMR,LINK,INNBCL,LTC,BTC,0.0536727333128079,0.0365176294118063,0.0331424039801536,0.0325356743082886,0.0317156093903821
20180824,INNBCL,XRP,ADA,ETH,LTC,0.0902579104054765,0.0599423232862316,0.0490487250448393,0.0478785332854899,0.0401451775745677
20180825,XRP,XMR,INNBCL,ADA,TAGZ5,0.0648386572742565,0.055770739141866,0.0494784560398636,0.0447854171788486,0.041091844235471
20180826,LINK,XRP,INNBCL,ETH,BTC,0.0745088887511371,0.0670952812448904,0.059003455238183,0.0531405625408146,0.0522637346205486
20180827,ADA,XLM,ETH,XRP,EOS,0.0751102925527195,0.0630363681914093,0.0531723463758607,0.0508763806284925,0.0466648833581816
20180828,ETH,XLM,LTC,INNBCL,XTZ,0.055687430913733,0.0534085369375939,0.0532850583851831,0.0457607787379549,0.0447346869655148
20180829,LTC,XTZ,XLM,ETH,EOS,0.0802978637606964,0.0703590163264218,0.05481870361423,0.0523059186482593,0.0490673487710869
20180830,LTC,XRP,XTZ,XLM,ETH,0.0889883995063837,0.0665245323387953,0.0605387544199162,0.0540120890218552,0.0488772059581705
20180831,TAGZ5,LTC,XLM,ETH,EOS,0.0888600493159631,0.0751636518784838,0.0532871331810875,0.0526475042774206,0.0492492141757441
20180901,XMR,XRP,XTZ,EOS,TAGZ5,0.0704211807290933,0.0630918408657997,0.0512847130247562,0.0475658833952126,0.0473373572958047
20180902,LTC,INNBCL,XTZ,XLM,ETH,0.0525650186302402,0.047920135234446,0.0459452887271462,0.0450757142950516,0.0450480254790004
20180903,LTC,BCH,XLM,ETH,INNBCL,0.060253343556465,0.0530700363218992,0.0473753310671295,0.0447299389514202,0.043727853344993
20180904,TAGZ5,XRP,LTC,BTC,ADA,0.0630647255054708,0.0545568109968241,0.0455191207958017,0.0379657313613167,0.0379302610043853
20180905,BNB,TAGZ5,ETH,EOS,INNBCL,0.065597519001773,0.0527361044957082,0.0457828111218452,0.0441898431509424,0.0427097097911512
20180906,LTC,BNB,TAGZ5,ETH,XRP,0.0727199975800354,0.0635154203215194,0.0564284184998859,0.046772094241214,0.0441954379037101
20180907,LTC,INNBCL,BNB,ETH,XRP,0.0831034418309134,0.0656402441967173,0.05807368352308,0.0443554019109821,0.0433050603835766
20180908,LTC,INNBCL,BNB,BTC,ETH,0.126350103441488,0.083583326105525,0.0545689935247963,0.0470154047147991,0.0446185767363181
20180909,TAGZ5,INNBCL,LTC,BNB,XTZ,0.0992135028184525,0.0882186162500244,0.0686743446165211,0.0566604884188062,0.0425387921868437
20180910,XRP,TAGZ5,BCH,INNBCL,BNB,0.0680937931755762,0.0678978778501371,0.0630542986125646,0.0578338789941995,0.0554736359062073
20180911,TAGZ5,LTC,BTC,ETH,XTZ,0.0980223770211193,0.0859786974935611,0.0492289250103141,0.0447464841185377,0.0379119023850475
20180912,TAGZ5,INNBCL,LTC,BCH,XRP,0.0662255684499516,0.064046112284573,0.0588836963020571,0.0454394678026216,0.0411663696935641
20180913,TAGZ5,INNBCL,BNB,XRP,XTZ,0.0735681298136426,0.0652959624933556,0.0617161296965694,0.0553443955122429,0.0413165663074103
