Datetime,btc,eth,usdt,ada,dot,xrp,bnb,ltc,bch,link,xlm,doge,usdc,uni,wbtc,aave,atom,bsv,eos,xmr,trx,snx,miota,xtz,vet,xem,theta,neo,AVAX,grt,egld,dash,luna,sol,ceth,fil,sushi,mkr,okb,ht,comp,dai,cel,cro,cdai,ftt,zec,etc,ksm,busd,zil,cusdc,uma,dcr,leo,amp,yfi,zrx,near,waves,algo,dgb,hbtc,hbar,icx,ont,rune,nexo,lrc,omg,renbtc,nano,bat,chsb,ren,vgx,cake,btt,pax,qtum,stx,crv,rvn,iost,zen,sc,rsr,matic,qnt,husd,enj,1inch,ewt,bal,btg,lsk,ftm,flow,ampl,nxm
2021-02-02,34549.85,1418.15,1.00,0.42,16.67,0.38,50.51,139.10,421.76,23.07,0.33,0.03,1.00,19.01,34696.52,291.96,8.91,178.62,3.00,145.26,0.03,16.82,0.42,2.89,0.03,0.27,2.11,23.15,13.09,0.76,64.85,106.38,1.94,5.11,28.49,22.53,12.72,1574.99,5.79,6.73,347.62,1.00,4.82,0.06,0.02,12.37,91.05,7.57,102.80,1.00,0.08,0.02,12.36,67.03,1.41,0.01,30830.07,0.67,2.39,6.95,0.65,0.03,34564.53,0.09,0.77,0.60,3.92,0.98,0.53,3.95,34710.91,3.53,0.31,0.63,0.66,2.68,2.53,0.00,1.00,3.44,0.45,2.56,0.02,0.02,35.42,0.01,0.04,0.04,37.19,1.00,0.35,4.80,7.58,31.16,10.75,1.37,0.11,9.87,1.35,54.38
2021-02-03,36490.00,1542.64,1.00,0.43,17.65,0.38,51.06,151.74,438.73,24.50,0.34,0.03,1.00,19.60,36542.52,314.66,8.94,183.79,3.04,153.18,0.03,17.12,0.44,3.02,0.03,0.28,2.19,24.24,13.88,0.77,65.07,114.91,2.20,5.23,31.13,22.70,13.98,1690.00,6.08,7.25,352.17,1.00,4.95,0.06,0.02,13.11,95.08,7.83,108.47,1.00,0.08,0.02,15.88,68.67,1.41,0.01,33246.68,0.70,2.55,6.99,0.67,0.03,36727.87,0.09,0.80,0.62,3.78,1.01,0.54,4.13,36496.17,3.60,0.32,0.69,0.67,2.66,2.32,0.00,1.00,3.55,0.47,2.57,0.02,0.02,35.12,0.01,0.04,0.04,38.46,1.00,0.36,4.81,7.59,32.69,11.16,1.43,0.14,9.28,1.35,59.55
2021-02-04,37529.34,1642.74,1.00,0.43,20.32,0.39,52.95,149.13,428.83,24.45,0.33,0.05,1.00,20.71,37585.37,425.41,9.16,180.48,3.06,151.48,0.03,18.27,0.44,3.00,0.03,0.27,2.17,23.87,14.96,0.82,69.17,113.51,2.14,5.87,32.94,22.95,15.42,1735.31,6.08,7.61,416.72,1.00,5.01,0.06,0.02,13.34,91.83,7.77,117.44,1.00,0.08,0.02,34.54,77.56,1.40,0.01,33155.64,0.78,2.53,7.26,0.72,0.03,37651.13,0.09,0.78,0.61,3.81,1.25,0.55,4.42,37531.79,3.53,0.31,0.91,0.72,2.46,2.38,0.00,1.00,3.56,0.45,2.83,0.03,0.02,36.27,0.01,0.04,0.04,38.37,1.00,0.36,5.04,7.31,34.62,11.22,1.43,0.13,8.61,1.49,62.98
2021-02-05,37554.92,1662.17,1.00,0.51,20.56,0.45,58.76,152.07,433.42,26.23,0.35,0.05,1.00,20.53,37611.01,495.14,9.76,180.79,3.11,151.52,0.03,21.37,0.48,3.15,0.03,0.28,2.41,24.64,16.48,0.92,81.69,115.29,2.82,6.75,33.31,23.38,15.42,2388.96,6.19,7.83,488.45,1.00,4.97,0.07,0.02,14.14,93.06,7.91,118.23,1.00,0.08,0.02,32.01,77.74,1.38,0.01,32161.36,1.36,2.79,8.09,0.80,0.03,37608.51,0.09,0.81,0.65,3.99,1.54,0.62,4.91,37600.74,3.62,0.35,0.90,0.90,2.60,2.71,0.00,1.00,3.69,0.46,3.22,0.03,0.02,37.53,0.01,0.04,0.05,36.17,1.00,0.38,5.80,7.68,37.60,11.48,1.59,0.15,10.04,1.58,63.59
2021-02-06,39856.77,1687.91,1.00,0.54,20.33,0.44,71.08,159.30,472.23,25.45,0.35,0.05,1.00,19.83,39942.73,476.47,11.95,189.55,3.21,155.69,0.03,20.87,0.57,3.21,0.03,0.28,2.30,24.99,17.44,0.88,94.47,119.05,2.73,6.04,33.87,24.38,14.19,2584.18,6.50,8.15,471.71,1.00,5.08,0.07,0.02,15.04,96.75,8.60,114.49,1.00,0.08,0.02,29.58,81.08,1.41,0.01,31573.72,1.45,2.71,8.10,0.78,0.04,39820.72,0.10,0.79,0.66,3.61,1.41,0.67,4.92,39878.09,3.61,0.35,0.83,0.82,2.44,3.08,0.00,1.00,3.89,0.45,3.21,0.03,0.02,36.43,0.01,0.04,0.05,36.65,1.00,0.39,5.34,8.39,36.57,12.58,1.63,0.14,10.33,1.52,64.67
2021-02-07,38573.91,1614.58,1.00,0.64,19.76,0.44,69.65,151.04,449.32,24.47,0.38,0.06,1.00,18.46,38576.48,444.73,12.75,183.58,3.25,151.40,0.04,19.70,0.57,3.22,0.03,0.28,2.24,24.39,20.29,0.87,114.07,117.07,2.69,6.37,32.28,24.03,12.90,2448.99,6.50,8.89,438.74,1.00,4.95,0.07,0.02,14.12,92.48,8.27,109.04,1.00,0.08,0.02,28.99,85.19,1.38,0.01,30693.03,1.36,3.00,8.03,0.82,0.04,38642.14,0.10,0.84,0.65,3.42,1.43,0.63,4.64,38553.68,3.61,0.38,0.85,0.76,2.29,3.22,0.00,1.00,4.21,0.45,2.95,0.03,0.02,34.82,0.01,0.04,0.05,38.75,1.00,0.39,4.84,8.97,34.87,12.03,1.54,0.13,10.13,1.38,61.60
2021-02-08,39254.79,1639.95,1.00,0.67,21.17,0.43,71.91,152.19,449.96,24.79,0.39,0.08,1.00,19.17,39415.00,493.82,14.14,185.27,3.45,152.23,0.04,20.84,0.59,3.35,0.03,0.32,2.60,25.09,29.40,0.98,168.60,119.25,3.37,7.43,32.97,24.51,13.77,2572.51,6.26,8.93,466.42,1.00,5.05,0.07,0.02,14.89,94.03,8.35,119.74,1.00,0.08,0.02,29.08,84.65,1.38,0.01,31492.10,1.53,3.34,8.24,0.91,0.04,39346.00,0.10,0.84,0.73,4.03,1.54,0.66,4.79,39411.05,3.71,0.41,0.87,0.81,2.38,3.44,0.00,1.00,4.52,0.48,3.05,0.03,0.02,34.50,0.01,0.04,0.07,39.21,1.00,0.39,5.02,9.02,36.99,12.49,1.63,0.13,10.20,1.33,62.57
2021-02-09,46640.71,1744.02,1.00,0.68,23.12,0.46,94.00,169.65,492.46,25.54,0.39,0.08,1.00,19.20,46465.85,489.32,14.41,214.84,3.64,164.02,0.04,21.40,0.73,3.53,0.03,0.33,2.87,28.78,29.64,0.97,195.66,128.16,5.56,7.92,34.88,31.55,14.10,2513.99,7.36,9.44,461.40,1.00,5.60,0.07,0.02,17.72,102.69,9.08,131.42,1.00,0.09,0.02,28.65,98.32,1.44,0.01,32272.15,1.50,3.35,9.31,1.00,0.05,46575.34,0.10,0.91,0.80,4.53,1.69,0.66,4.95,46475.16,4.28,0.41,0.84,0.83,2.37,4.81,0.00,1.00,4.73,0.55,3.06,0.04,0.02,38.26,0.01,0.04,0.07,41.90,1.00,0.41,5.10,9.29,36.35,13.73,1.79,0.14,10.44,1.38,66.58
2021-02-10,46193.88,1777.92,1.00,0.81,23.32,0.49,126.76,181.59,511.38,27.42,0.41,0.07,1.00,20.59,46144.08,517.26,14.90,222.47,4.20,172.69,0.05,25.28,0.76,3.75,0.04,0.35,2.89,32.34,43.93,1.08,182.39,136.60,6.49,8.21,35.58,41.34,14.68,2583.57,8.99,12.47,492.16,1.00,5.94,0.07,0.02,20.19,113.16,10.29,132.20,1.00,0.10,0.02,29.01,98.44,1.45,0.01,35244.79,1.52,3.34,9.60,1.01,0.05,45992.91,0.11,0.94,0.87,4.63,1.70,0.69,5.31,46044.25,4.51,0.43,0.86,0.89,2.45,6.38,0.00,1.00,6.48,0.54,3.22,0.05,0.02,43.25,0.01,0.05,0.12,42.38,1.00,0.42,5.18,11.75,38.51,14.02,1.98,0.15,11.51,1.36,66.22
2021-02-11,45732.73,1762.06,1.00,0.91,24.85,0.52,124.81,185.05,515.41,27.52,0.43,0.07,1.00,20.61,45732.76,524.50,16.22,215.24,4.24,179.67,0.05,25.73,1.14,4.07,0.04,0.39,2.91,36.87,49.90,1.56,178.19,147.21,6.03,9.13,35.29,40.00,14.81,2513.62,8.86,12.78,480.37,1.00,5.76,0.08,0.02,20.54,126.33,11.08,140.77,1.00,0.11,0.02,28.87,106.24,1.46,0.02,38610.78,1.54,3.39,10.24,1.18,0.05,45812.76,0.12,1.32,1.03,4.53,1.61,0.73,5.88,45639.76,4.88,0.51,0.88,0.91,2.42,6.50,0.00,1.00,7.71,0.60,3.19,0.05,0.02,44.67,0.01,0.06,0.13,43.97,1.00,0.56,5.19,11.41,47.20,15.05,2.38,0.15,11.69,1.38,65.44
2021-02-12,47499.67,1776.34,1.00,0.91,25.81,0.57,126.36,185.05,536.21,27.74,0.46,0.07,1.00,22.44,47471.82,517.89,20.52,224.36,4.51,201.19,0.05,26.25,1.18,4.40,0.05,0.40,2.98,36.72,48.24,2.46,164.39,163.28,5.76,9.45,35.63,41.45,16.47,2615.21,9.01,12.81,523.10,1.00,5.77,0.09,0.02,20.79,141.71,11.65,148.89,1.00,0.11,0.02,29.24,105.41,1.46,0.03,48086.45,1.82,4.00,10.45,1.37,0.06,47507.49,0.13,1.32,1.10,4.33,1.59,0.75,6.02,47463.79,6.61,0.63,0.90,1.00,3.27,6.33,0.00,1.00,7.34,0.73,3.45,0.05,0.03,47.08,0.01,0.06,0.12,44.17,1.00,0.59,5.46,12.41,48.19,15.37,2.39,0.19,13.99,1.33,66.60
2021-02-13,47114.39,1809.55,1.00,0.90,28.68,0.61,131.94,204.07,576.48,30.86,0.56,0.07,1.00,22.13,47061.51,507.90,20.52,234.85,4.86,210.97,0.06,26.60,1.29,5.03,0.05,0.39,3.23,38.09,47.61,2.34,168.51,204.95,5.71,9.13,36.31,42.52,16.41,2657.47,9.02,12.70,526.91,1.00,5.85,0.09,0.02,20.41,155.17,12.37,160.09,1.00,0.13,0.02,29.59,113.69,1.47,0.04,46220.57,1.80,4.91,10.99,1.63,0.06,47021.72,0.14,1.44,1.20,4.19,1.67,0.80,6.56,47099.39,6.48,0.62,0.90,0.99,3.89,7.13,0.00,1.00,7.32,0.72,3.35,0.06,0.03,50.61,0.01,0.07,0.12,42.30,1.00,0.59,5.40,11.85,49.05,16.08,2.58,0.19,14.41,1.20,68.27
2021-02-14,46998.96,1811.22,1.00,0.90,27.82,0.62,132.98,223.70,642.66,33.63,0.55,0.07,1.00,22.13,46956.34,493.82,19.93,259.18,5.33,240.68,0.06,26.54,1.32,5.24,0.05,0.39,3.37,42.45,44.35,2.36,160.28,261.10,5.62,8.73,36.37,41.82,15.88,2615.65,8.94,12.55,512.66,1.00,5.78,0.09,0.02,20.74,176.53,16.41,157.44,1.00,0.15,0.02,29.40,113.48,1.48,0.04,46685.90,1.85,4.95,11.29,1.68,0.06,46990.44,0.14,1.60,1.30,4.22,1.67,0.83,7.85,47292.01,6.51,0.62,0.89,1.01,3.97,7.10,0.00,0.99,7.48,0.70,3.32,0.06,0.03,56.53,0.01,0.07,0.11,42.93,1.00,0.59,5.74,12.24,48.64,17.40,3.39,0.18,14.50,1.15,67.64
